      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.742       95     N    0    0    0
    0:01.617      207     N    0    0    0
    0:02.484      318     N    0    0    0
    0:03.383      433     N    0    0    0
    0:04.258      545     N    0    0    0
    0:05.125      656     N    0    0    0
    0:06.016      770     N    0    0    0
    0:06.898      883     N    0    0    0
    0:07.789      997     N    0    0    0
    0:08.656     1108     N    0    0    0
    0:09.508     1217     N    0    0    0
    0:10.367     1327     N    0    0    0
    0:11.227     1437     N    0    0    0
    0:12.094     1548     N    0    0    0
    0:12.945     1657     N    0    0    0
    0:13.797     1766     N    0    0    0
    0:14.656     1876     N    0    0    0
    0:15.211     1947     V    0    0    0
    0:16.398     2099     N    0    0    0
    0:17.266     2210     N    0    0    0
    0:18.102     2317     N    0    0    0
    0:18.938     2424     N    0    0    0
    0:19.781     2532     N    0    0    0
    0:20.359     2606     V    0    0    0
    0:21.484     2750     N    0    0    0
    0:22.313     2856     N    0    0    0
    0:23.141     2962     N    0    0    0
    0:23.969     3068     N    0    0    0
    0:24.797     3174     N    0    0    0
    0:25.625     3280     N    0    0    0
    0:26.461     3387     N    0    0    0
    0:27.320     3497     N    0    0    0
    0:28.188     3608     N    0    0    0
    0:28.734     3678     V    0    0    0
    0:29.914     3829     N    0    0    0
    0:30.773     3939     N    0    0    0
    0:31.625     4048     N    0    0    0
    0:32.461     4155     N    0    0    0
    0:33.297     4262     N    0    0    0
    0:34.141     4370     N    0    0    0
    0:34.695     4441     V    0    0    0
    0:35.875     4592     N    0    0    0
    0:36.727     4701     N    0    0    0
    0:37.602     4813     N    0    0    0
    0:38.484     4926     N    0    0    0
    0:39.422     5046     N    0    0    0
    0:40.297     5158     N    0    0    0
    0:41.195     5273     N    0    0    0
    0:42.117     5391     N    0    0    0
    0:43.031     5508     N    0    0    0
    0:43.961     5627     N    0    0    0
    0:44.875     5744     N    0    0    0
    0:45.438     5816     V    0    0    0
    0:46.688     5976     N    0    0    0
    0:47.578     6090     N    0    0    0
    0:48.438     6200     N    0    0    0
    0:49.281     6308     N    0    0    0
    0:50.125     6416     N    0    0    0
    0:50.961     6523     N    0    0    0
    0:51.797     6630     N    0    0    0
    0:52.625     6736     N    0    0    0
    0:53.438     6840     N    0    0    0
    0:54.273     6947     N    0    0    0
    0:55.109     7054     N    0    0    0
    0:55.945     7161     N    0    0    0
    0:56.766     7266     N    0    0    0
    0:57.617     7375     N    0    0    0
    0:58.461     7483     N    0    0    0
    0:59.320     7593     N    0    0    0
    0:59.945     7673     V    0    0    0
    1:01.055     7815     N    0    0    0
    1:01.914     7925     N    0    0    0
    1:02.766     8034     N    0    0    0
    1:03.617     8143     N    0    0    0
    1:04.469     8252     N    0    0    0
    1:05.313     8360     N    0    0    0
    1:06.156     8468     N    0    0    0
    1:07.000     8576     N    0    0    0
    1:07.836     8683     N    0    0    0
    1:08.680     8791     N    0    0    0
    1:09.531     8900     N    0    0    0
    1:10.367     9007     N    0    0    0
    1:11.203     9114     N    0    0    0
    1:12.063     9224     N    0    0    0
    1:12.914     9333     N    0    0    0
    1:13.758     9441     N    0    0    0
    1:14.602     9549     N    0    0    0
    1:15.445     9657     N    0    0    0
    1:16.281     9764     N    0    0    0
    1:16.828     9834     V    0    0    0
    1:17.969     9980     N    0    0    0
    1:18.789    10085     N    0    0    0
    1:19.430    10167     V    0    0    0
    1:20.438    10296     N    0    0    0
    1:21.250    10400     N    0    0    0
    1:22.070    10505     N    0    0    0
    1:22.898    10611     N    0    0    0
    1:23.758    10721     N    0    0    0
    1:24.633    10833     N    0    0    0
    1:25.516    10946     N    0    0    0
    1:26.070    11017     V    0    0    0
    1:27.266    11170     N    0    0    0
    1:28.148    11283     N    0    0    0
    1:29.023    11395     N    0    0    0
    1:29.914    11509     N    0    0    0
    1:30.781    11620     N    0    0    0
    1:31.664    11733     N    0    0    0
    1:32.539    11845     N    0    0    0
    1:33.422    11958     N    0    0    0
    1:34.313    12072     N    0    0    0
    1:35.203    12186     N    0    0    0
    1:36.086    12299     N    0    0    0
    1:36.977    12413     N    0    0    0
    1:37.852    12525     N    0    0    0
    1:38.719    12636     N    0    0    0
    1:39.297    12710     V    0    0    0
