      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.508       65     N    0    0    0
    0:01.273      163     N    0    0    0
    0:02.031      260     N    0    0    0
    0:02.789      357     N    0    0    0
    0:03.547      454     N    0    0    0
    0:04.313      552     N    0    0    0
    0:05.078      650     N    0    0    0
    0:05.836      747     N    0    0    0
    0:06.602      845     N    0    0    0
    0:07.375      944     N    0    0    0
    0:08.133     1041     N    0    0    0
    0:08.906     1140     N    0    0    0
    0:09.266     1186     V    0    0    0
    0:09.453     1210     |    0    0  -42
    0:09.766     1250     N    0    0    0
    0:10.469     1340     N    0    0    0
    0:11.227     1437     N    0    0    0
    0:11.984     1534     N    0    0    0
    0:12.750     1632     N    0    0    0
    0:13.500     1728     N    0    0    0
    0:14.273     1827     N    0    0    0
    0:15.031     1924     N    0    0    0
    0:15.797     2022     N    0    0    0
    0:16.570     2121     N    0    0    0
    0:17.336     2219     N    0    0    0
    0:18.102     2317     N    0    0    0
    0:18.859     2414     N    0    0    0
    0:19.633     2513     N    0    0    0
    0:20.383     2609     N    0    0    0
    0:21.148     2707     N    0    0    0
    0:21.914     2805     N    0    0    0
    0:22.289     2853     V    0    0    0
    0:22.500     2880     |    0    1    3
    0:22.805     2919     N    0    0    0
    0:23.492     3007     N    0    0    0
    0:24.258     3105     N    0    0    0
    0:25.023     3203     N    0    0    0
    0:25.797     3302     N    0    0    0
    0:26.563     3400     N    0    0    0
    0:27.328     3498     N    0    0    0
    0:28.086     3595     N    0    0    0
    0:28.852     3693     N    0    0    0
    0:29.594     3788     N    0    0    0
    0:30.352     3885     N    0    0    0
    0:31.109     3982     N    0    0    0
    0:31.875     4080     N    0    0    0
    0:32.648     4179     N    0    0    0
    0:33.406     4276     N    0    0    0
    0:34.188     4376     N    0    0    0
    0:34.969     4476     N    0    0    0
    0:35.742     4575     N    0    0    0
    0:36.523     4675     N    0    0    0
    0:37.305     4775     N    0    0    0
    0:38.086     4875     N    0    0    0
    0:38.883     4977     N    0    0    0
    0:39.648     5075     N    0    0    0
    0:40.023     5123     V    0    0    0
    0:40.234     5150     |    0    1    3
    0:40.531     5188     N    0    0    0
    0:41.234     5278     N    0    0    0
    0:41.992     5375     N    0    0    0
    0:42.773     5475     N    0    0    0
    0:43.547     5574     N    0    0    0
    0:44.328     5674     N    0    0    0
    0:45.102     5773     N    0    0    0
    0:45.891     5874     N    0    0    0
    0:46.672     5974     N    0    0    0
    0:47.453     6074     N    0    0    0
    0:48.234     6174     N    0    0    0
    0:49.023     6275     N    0    0    0
    0:49.789     6373     N    0    0    0
    0:50.570     6473     N    0    0    0
    0:51.344     6572     N    0    0    0
    0:52.117     6671     N    0    0    0
    0:52.891     6770     N    0    0    0
    0:53.664     6869     N    0    0    0
    0:54.438     6968     N    0    0    0
    0:55.203     7066     N    0    0    0
    0:55.977     7165     N    0    0    0
    0:56.742     7263     N    0    0    0
    0:57.516     7362     N    0    0    0
    0:58.273     7459     N    0    0    0
    0:59.039     7557     N    0    0    0
    0:59.805     7655     N    0    0    0
    1:00.578     7754     N    0    0    0
    1:01.336     7851     N    0    0    0
    1:02.109     7950     N    0    0    0
    1:02.875     8048     N    0    0    0
    1:03.641     8146     N    0    0    0
    1:04.422     8246     N    0    0    0
    1:05.195     8345     N    0    0    0
    1:05.969     8444     N    0    0    0
    1:06.750     8544     N    0    0    0
    1:07.531     8644     N    0    0    0
    1:08.313     8744     N    0    0    0
    1:09.086     8843     N    0    0    0
    1:09.875     8944     N    0    0    0
    1:10.641     9042     N    0    0    0
    1:11.430     9143     N    0    0    0
    1:12.203     9242     N    0    0    0
    1:12.984     9342     N    0    0    0
    1:13.758     9441     N    0    0    0
    1:14.539     9541     N    0    0    0
    1:15.313     9640     N    0    0    0
    1:16.094     9740     N    0    0    0
    1:16.867     9839     N    0    0    0
    1:17.656     9940     N    0    0    0
    1:18.430    10039     N    0    0    0
    1:19.203    10138     N    0    0    0
    1:19.938    10232     N    0    0    0
    1:20.727    10333     N    0    0    0
    1:21.492    10431     N    0    0    0
    1:22.258    10529     N    0    0    0
    1:23.031    10628     N    0    0    0
    1:23.805    10727     N    0    0    0
    1:24.570    10825     N    0    0    0
    1:24.945    10873     V    0    0    0
    1:25.156    10900     |    0    1    3
    1:25.453    10938     N    0    0    0
    1:26.156    11028     N    0    0    0
    1:26.930    11127     N    0    0    0
    1:27.703    11226     N    0    0    0
    1:28.484    11326     N    0    0    0
    1:29.258    11425     N    0    0    0
    1:30.039    11525     N    0    0    0
    1:30.813    11624     N    0    0    0
    1:31.594    11724     N    0    0    0
    1:32.375    11824     N    0    0    0
    1:33.148    11923     N    0    0    0
    1:33.930    12023     N    0    0    0
    1:34.711    12123     N    0    0    0
    1:35.484    12222     N    0    0    0
    1:36.266    12322     N    0    0    0
    1:36.633    12369     V    0    0    0
    1:36.844    12396     |    0    1    3
    1:37.141    12434     N    0    0    0
    1:37.852    12525     N    0    0    0
    1:38.625    12624     N    0    0    0
    1:39.398    12723     N    0    0    0
    1:40.188    12824     N    0    0    0
    1:40.977    12925     N    0    0    0
    1:41.773    13027     N    0    0    0
    1:42.555    13127     N    0    0    0
    1:43.359    13230     N    0    0    0
    1:44.141    13330     N    0    0    0
    1:44.930    13431     N    0    0    0
    1:45.719    13532     N    0    0    0
    1:46.500    13632     N    0    0    0
    1:47.266    13730     N    0    0    0
    1:48.031    13828     N    0    0    0
    1:48.789    13925     N    0    0    0
    1:49.531    14020     N    0    0    0
    1:50.273    14115     N    0    0    0
    1:51.008    14209     N    0    0    0
    1:51.742    14303     N    0    0    0
    1:52.469    14396     N    0    0    0
    1:53.211    14491     N    0    0    0
    1:53.961    14587     N    0    0    0
    1:54.719    14684     N    0    0    0
    1:55.477    14781     N    0    0    0
    1:56.242    14879     N    0    0    0
    1:57.023    14979     N    0    0    0
    1:57.797    15078     N    0    0    0
    1:58.578    15178     N    0    0    0
    1:59.359    15278     N    0    0    0
    2:00.141    15378     N    0    0    0
    2:00.914    15477     N    0    0    0
    2:01.695    15577     N    0    0    0
    2:02.477    15677     N    0    0    0
    2:03.258    15777     N    0    0    0
    2:04.031    15876     N    0    0    0
    2:04.820    15977     N    0    0    0
    2:05.594    16076     N    0    0    0
    2:06.391    16178     N    0    0    0
    2:07.172    16278     N    0    0    0
    2:07.961    16379     N    0    0    0
    2:08.742    16479     N    0    0    0
    2:09.539    16581     N    0    0    0
    2:10.313    16680     N    0    0    0
    2:10.688    16728     V    0    0    0
    2:10.891    16754     |    0    1    3
    2:11.203    16794     N    0    0    0
    2:11.930    16887     N    0    0    0
    2:12.711    16987     N    0    0    0
    2:13.508    17089     N    0    0    0
    2:14.305    17191     N    0    0    0
    2:15.109    17294     N    0    0    0
    2:15.898    17395     N    0    0    0
    2:16.266    17442     V    0    0    0
    2:16.469    17468     |    0    1    3
    2:16.789    17509     N    0    0    0
    2:17.531    17604     N    0    0    0
    2:18.320    17705     N    0    0    0
    2:19.125    17808     N    0    0    0
    2:19.922    17910     N    0    0    0
    2:20.734    18014     N    0    0    0
    2:21.531    18116     N    0    0    0
    2:22.328    18218     N    0    0    0
    2:23.133    18321     N    0    0    0
    2:23.938    18424     N    0    0    0
    2:24.281    18468     V    0    0    0
    2:24.492    18495     |    0    1    3
    2:24.813    18536     N    0    0    0
    2:25.563    18632     N    0    0    0
    2:26.359    18734     N    0    0    0
    2:27.180    18839     N    0    0    0
    2:27.992    18943     N    0    0    0
    2:28.813    19048     N    0    0    0
    2:29.633    19153     N    0    0    0
    2:30.453    19258     N    0    0    0
    2:31.266    19362     N    0    0    0
    2:32.086    19467     N    0    0    0
    2:32.898    19571     N    0    0    0
    2:33.719    19676     N    0    0    0
    2:34.516    19778     N    0    0    0
    2:35.336    19883     N    0    0    0
    2:35.734    19934     V    0    0    0
    2:36.219    19996     N    0    0    0
    2:36.977    20093     N    0    0    0
    2:37.789    20197     N    0    0    0
    2:38.594    20300     N    0    0    0
    2:39.406    20404     N    0    0    0
    2:40.219    20508     N    0    0    0
    2:41.039    20613     N    0    0    0
    2:41.844    20716     N    0    0    0
    2:42.656    20820     N    0    0    0
    2:43.461    20923     N    0    0    0
    2:44.258    21025     N    0    0    0
    2:45.063    21128     N    0    0    0
    2:45.859    21230     N    0    0    0
    2:46.656    21332     N    0    0    0
    2:47.461    21435     N    0    0    0
    2:48.258    21537     N    0    0    0
    2:48.617    21583     V    0    0    0
    2:49.133    21649     N    0    0    0
    2:49.891    21746     N    0    0    0
    2:50.680    21847     N    0    0    0
    2:51.484    21950     N    0    0    0
    2:52.289    22053     N    0    0    0
    2:53.117    22159     N    0    0    0
    2:53.922    22262     N    0    0    0
    2:54.734    22366     N    0    0    0
    2:55.094    22412     V    0    0    0
    2:55.313    22440     |    0    1    3
    2:55.617    22479     N    0    0    0
    2:56.375    22576     N    0    0    0
    2:57.172    22678     N    0    0    0
    2:57.984    22782     N    0    0    0
    2:58.805    22887     N    0    0    0
    2:59.625    22992     N    0    0    0
    3:00.438    23096     N    0    0    0
    3:01.242    23199     N    0    0    0
    3:02.047    23302     N    0    0    0
    3:02.867    23407     N    0    0    0
    3:03.656    23508     N    0    0    0
    3:04.469    23612     N    0    0    0
    3:05.273    23715     N    0    0    0
    3:06.078    23818     N    0    0    0
    3:06.898    23923     N    0    0    0
    3:07.703    24026     N    0    0    0
    3:08.523    24131     N    0    0    0
    3:09.336    24235     N    0    0    0
    3:10.141    24338     N    0    0    0
    3:10.953    24442     N    0    0    0
    3:11.758    24545     N    0    0    0
